session_id,current_step,next_step,current_time,next_time,time_gap,step_gap,input_vector,output_vector,control_vel_x,control_vel_y,control_vel_z,computed_vel_x,computed_vel_y,computed_vel_z
realtime_data_improve0,326,351,0.652,0.7020000000000001,0.050000000000000044,25,"[0.10677570377397291, 0.10915538862296288, 0.05688311823301834, 0.2364040391454898, 1.7999934615741533, 5.526116388409599e-05, -0.0007140988150165905, 0.05617052307703777, -3.140717870852445, -0.013750294927280304, -2.346059375117254, 0.013259618047473718, 1.9189417179243633, 0.9808953833488203, 0.9929023385047913, 0.9072579834839376, -0.0035674799123787742, 0.01815210056037539, -0.16725604882379463]","[0.10774325424993884, 0.10994718597376164, 0.05443427655560096, 0.25227071797798944, 1.7997899648141802, 0.00026792953954312803, -0.0010481971197409709, 0.05356788225836143, 3.1407866472232135, -0.014338275923380328, -2.352629937077134, 0.012896642410234114, 2.019815324659601, 0.9852028513831754, 0.9928555488586426, 0.89001037905952]",-0.0035674799123787742,0.01815210056037539,-0.16725604882379463,0.004253367513180637,-0.006681966094487602,-0.05205281637352686
realtime_data_improve0,351,376,0.7020000000000001,0.752,0.04999999999999993,25,"[0.10774325424993884, 0.10994718597376164, 0.05443427655560096, 0.25227071797798944, 1.7997899648141802, 0.00026792953954312803, -0.0010481971197409709, 0.05356788225836143, 3.1407866472232135, -0.014338275923380328, -2.352629937077134, 0.012896642410234114, 2.019815324659601, 0.9852028513831754, 0.9928555488586426, 0.89001037905952, -0.0065970747092414465, -0.0017388478006508986, -0.0010173353533375943]","[0.10782911481702889, 0.10998186828754793, 0.05408407729066905, 0.24983241390178895, 1.7992983950366266, -0.0010345813466102589, -0.0010152098522668482, 0.05359828403378219, -3.1407965866710965, -0.014885276601138253, -2.3539239582730804, 0.012827929171628043, 2.033535077181075, 0.9853754832859154, 0.9930964708328247, 0.8853486524219145]",-0.0065970747092414465,-0.0017388478006508986,-0.0010173353533375943,-0.026050217723067776,0.0006597453494824541,0.0006080355084152342
realtime_data_improve0,376,401,0.752,0.802,0.050000000000000044,25,"[0.10782911481702889, 0.10998186828754793, 0.05408407729066905, 0.24983241390178895, 1.7992983950366266, -0.0010345813466102589, -0.0010152098522668482, 0.05359828403378219, -3.1407965866710965, -0.014885276601138253, -2.3539239582730804, 0.012827929171628043, 2.033535077181075, 0.9853754832859154, 0.9930964708328247, 0.8853486524219145, 0.012516442686572331, 0.0, 0.0]","[0.10824611385020025, 0.11020904456988866, 0.05423480354362091, 0.26853850417600894, 1.7835124765582457, -0.0009951758913930109, -0.0007713207574756098, 0.0534151007484379, 3.1396163898011196, -0.015347067175318863, -2.3537735776146773, 0.012940099569077696, 2.0320723478097937, 0.9861270689459048, 0.9955533146858215, 0.8651719586460069]",0.012516442686572331,0.0,0.0,0.0007881091043449586,0.004877781895824764,-0.0036636657068857235
realtime_data_improve0,401,426,0.802,0.852,0.04999999999999993,25,"[0.10824611385020025, 0.11020904456988866, 0.05423480354362091, 0.26853850417600894, 1.7835124765582457, -0.0009951758913930109, -0.0007713207574756098, 0.0534151007484379, 3.1396163898011196, -0.015347067175318863, -2.3537735776146773, 0.012940099569077696, 2.0320723478097937, 0.9861270689459048, 0.9955533146858215, 0.8651719586460069, -0.01999524500652861, 0.008712949842633946, 0.006220819329407068]","[0.10836201598136454, 0.11061156314673062, 0.05377492739352815, 0.2492424644941977, 1.798310669033004, -0.0004309680762550651, -0.0008990341566149124, 0.05332801326536881, -3.1380580215852056, -0.014753280508654099, -2.35093694141227, 0.012891024512066692, 2.056935611223955, 0.8990426063870101, 0.9949212074279785, 0.853598075156813]",-0.01999524500652861,0.008712949842633946,0.006220819329407068,0.011284156302758933,-0.0025542679827860546,-0.0017417496613818275
realtime_data_improve0,426,451,0.852,0.902,0.050000000000000044,25,"[0.10836201598136454, 0.11061156314673062, 0.05377492739352815, 0.2492424644941977, 1.798310669033004, -0.0004309680762550651, -0.0008990341566149124, 0.05332801326536881, -3.1380580215852056, -0.014753280508654099, -2.35093694141227, 0.012891024512066692, 2.056935611223955, 0.8990426063870101, 0.9949212074279785, 0.853598075156813, 0.01419467110623715, 0.029890272151043104, 0.017670472110414247]","[0.05369837276219181, 0.08188677420909406, 0.08125150892077583, 0.22435946124495457, 0.26644116399660306, -0.0013178013679121577, -0.001005562218429058, 0.05312949684818026, 0.7336139787654155, 1.5560261852598378, -2.40828628665051, 0.007145560804503801, 1.5249395837698319, 0.9870282447182169, 0.9926171898841858, 0.8319403486222118]",0.01419467110623715,0.029890272151043104,0.017670472110414247,-0.017736665833141835,-0.002130561236282911,-0.003970328343771003
realtime_data_improve0,451,476,0.902,0.9520000000000001,0.050000000000000044,25,"[0.05369837276219181, 0.08188677420909406, 0.08125150892077583, 0.22435946124495457, 0.26644116399660306, -0.0013178013679121577, -0.001005562218429058, 0.05312949684818026, 0.7336139787654155, 1.5560261852598378, -2.40828628665051, 0.007145560804503801, 1.5249395837698319, 0.9870282447182169, 0.9926171898841858, 0.8319403486222118, -0.006555569177925737, 0.0, 0.0]","[0.10811909843762234, 0.11084850662096883, 0.052501179663875616, 0.24342843894135388, 1.7748844815651086, 5.435805552820704e-05, -0.0006971338762133553, 0.05228454580225679, 0.00462887115807975, -0.009202854501727309, -2.3497224628434985, 0.012584365390636952, 2.111352684466253, 0.9854395503764142, 0.9916804432868958, 0.7997187260183277]",-0.006555569177925737,0.0,0.0,0.02744318846880727,0.0061685668443140496,-0.016899020918469385
realtime_data_improve0,476,501,0.9520000000000001,1.002,0.04999999999999993,25,"[0.10811909843762234, 0.11084850662096883, 0.052501179663875616, 0.24342843894135388, 1.7748844815651086, 5.435805552820704e-05, -0.0006971338762133553, 0.05228454580225679, 0.00462887115807975, -0.009202854501727309, -2.3497224628434985, 0.012584365390636952, 2.111352684466253, 0.9854395503764142, 0.9916804432868958, 0.7997187260183277, 0.0, 0.0, -0.1]","[0.05003607700874926, 0.08281439664873813, 0.08202149654773441, 0.21741210396097807, 0.27494618078770544, -0.0009007305245015114, -0.0009681996680069235, 0.04970543530865258, 1.360143319597848, 1.5611202979389742, -1.7812044611609248, 0.00679746185429849, 1.6550937163650397, 0.987540481985736, 0.9927117824554443, 0.7826584017821051]",0.0,0.0,-0.1,-0.019101771600594397,-0.0054213158358713725,-0.05158220987208425
realtime_data_improve0,501,526,1.002,1.052,0.050000000000000044,25,"[0.05003607700874926, 0.08281439664873813, 0.08202149654773441, 0.21741210396097807, 0.27494618078770544, -0.0009007305245015114, -0.0009681996680069235, 0.04970543530865258, 1.360143319597848, 1.5611202979389742, -1.7812044611609248, 0.00679746185429849, 1.6550937163650397, 0.987540481985736, 0.9927117824554443, 0.7826584017821051, 0.0, 0.0, -0.1]","[0.047896433028550296, 0.08380252644447968, 0.08268635406960241, 0.224306438132582, 0.29226895159039046, -0.0008252277028833448, -0.0011138783260687289, 0.0475115779631904, 1.461311709470351, 1.559778236605657, -1.6777379343829726, 0.006637799373712355, 1.7496611155683834, 0.9880122141411868, 0.9957679510116577, 0.7611196203069407]",0.0,0.0,-0.1,0.0015100564323633305,-0.0029135731612361044,-0.04387714690924356
realtime_data_improve0,526,551,1.052,1.102,0.050000000000000044,25,"[0.047896433028550296, 0.08380252644447968, 0.08268635406960241, 0.224306438132582, 0.29226895159039046, -0.0008252277028833448, -0.0011138783260687289, 0.0475115779631904, 1.461311709470351, 1.559778236605657, -1.6777379343829726, 0.006637799373712355, 1.7496611155683834, 0.9880122141411868, 0.9957679510116577, 0.7611196203069407, 0.0, 0.0, -0.1]","[0.046832697508625114, 0.08467893601157017, 0.08245767970419039, 0.22334138562606332, 0.3133250699966109, 0.00012682427471713033, -0.0014401019609173414, 0.04634757283775635, 1.500118027799387, 1.5563402200550516, -1.6385151208676605, 0.006540119314376887, 1.808115707961835, 0.9842917049353249, 0.995959460735321, 0.746818501813206]",0.0,0.0,-0.1,0.019041039552009486,-0.006524472696972245,-0.023280102508681073
realtime_data_improve0,551,576,1.102,1.1520000000000001,0.050000000000000044,25,"[0.046832697508625114, 0.08467893601157017, 0.08245767970419039, 0.22334138562606332, 0.3133250699966109, 0.00012682427471713033, -0.0014401019609173414, 0.04634757283775635, 1.500118027799387, 1.5563402200550516, -1.6385151208676605, 0.006540119314376887, 1.808115707961835, 0.9842917049353249, 0.995959460735321, 0.746818501813206, 0.05, -0.05, 0.0]","[0.11452233923032716, 0.11171515083684645, 0.04701615259616698, 0.3080993568958469, 1.7977416521825884, 0.001112996301726104, -0.0025916306420376515, 0.0463864851904063, 0.010597356213021047, 0.01345396580136704, 2.362172598096843, 0.012030380664896843, 2.435808395765324, 0.9867821422901262, 0.9965579509735107, 0.737969087603204]",0.05,-0.05,0.0,0.019723440540179455,-0.02303057362240618,0.0007782470529990586
